Bandit,Reward,Algorithm
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
0,1,Epsilon-Greedy
